timestep,true_goal_probs,goal_probs_0,goal_probs_1,goal_probs_2
1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
7,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666
13,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666
19,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666
25,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666
31,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666
37,0.5,0.25,0.25,0.5
43,1,0,0,1
46,1,0,0,1
